,text,emotion,clean_text
250,i just feel terrified like im on the edge of a precipice staring ahead,fear,terrified like edge precipice staring ahead
251,i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,sadness,totally listless exams come gone whole five months front uni free
252,i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,anger,furious right life advocates tell live die lobbying supporting politicians sympathic views
253,i feel as if i was abused in some way,sadness,abused way
254,im still paying attention but i feel distracted,anger,still paying attention distracted
255,i started the third block feeling hot and cold and tingly all at the same time knowing that i still had five hours of examination ahead of me having no idea if any of it would do any good,love,started third block hot cold tingly knowing still five hours examination ahead idea would good
256,im hesitant to make suggestions because i feel as if the outcome would not be sincere,joy,hesitant make suggestions outcome would sincere
257,i feel not too terribly fond of the majority at this precise time,love,terribly fond majority precise
258,i can feel myself gaining control over the damaged goods aspects of my personal security,sadness,gaining control damaged goods aspects personal security
259,i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,joy,bombed first interview left second interview pretty fan freaking tastic
260,i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,joy,think taken us long build good inventory sauces oils spices non perishables like chance making something delicious without specifically go buy every single item recipe
261,i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows,joy,advise dads whose children soon become teenagers cool pull kid school pick smelly jalopy plants coming windows
